Company Name,Symbol,Country,Sector,Industry,Last EPS,3 years av,Last Growth,EPS average Growth,EPS median Growth,Years of Data,Debt to Equity,NWC per share,ROE,Free Cash Flow,Growth percentile,Total Growth percentile,Last Growth percentile,Total last Growth percentile,NWC percentile,DER percentile,Score,Performance
Borr Drilling Limited Common Shares,BORR,,Energy,Oil & Gas Production,-1.6,-2.43,-0.15,0.25,0.24,4,1.78,-0.31,-0.33,10700000,0.46875,0.449044586,0.09375,0.089171975,0.321052632,0.91011236,-0.5,Regular growth
BitNile Metaverse Inc.,BNMV,United States,Energy,Oil & Gas Production,-84.2,-42.12,-6.11,-1.85,-0.06,4,-0.22,-9.73,5.85,-6721001,0.15625,0.127388535,0.010416667,0.012738854,0.021052632,0.011235955,-8.5,Underperformer
Bloom Energy Corporation Class A,BE,,Energy,Industrial Machinery/Components,-1.6,-1.24,-0.71,0.01,0.17,4,2.86,5.45,-0.8,-154504000,0.337988827,0.350318471,0.201117318,0.063694268,0.569832402,0.949438202,-0.8,Regular growth
Battalion Oil Corporation,BATL,United States,Energy,Oil & Gas Production,1.1,-4.93,1.64,0.62,0.88,4,5.08,-4.02,0.22,-1498000,0.614583333,0.605095541,0.526041667,0.557324841,0.063157895,0.97752809,-0.4,Regular growth
CBL International Limited Ordinary Shares,BANL,Malaysia,Energy,Oil Refining/Marketing,0.1,0.14,0.03,0.14,0.14,3,0.01,0.97,0.3,,0.3125,0.394904459,0.3125,0.124203822,0.375,0.125,-0.4,Regular growth
Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,ARLP,United States,Energy,Coal Mining,4.4,1.58,2.23,1.08,2.23,4,0.2,2.47,0.35,,0.545454545,0.710191083,0.636363636,0.656050955,0.545454545,0.545454545,-0.1,Regular growth
ARKO Corp.,ARKO,United States,Energy,Oil Refining/Marketing,0.5,0.37,0.26,1.1,1.23,4,6.58,2.06,0.19,7246000,0.6875,0.722929936,0.4375,0.171974522,0.5625,0.9375,-0.2,Regular growth
American Resources Corporation Class A,AREC,United States,Energy,Coal Mining,0,-0.32,0.97,0.39,0.88,4,3.89,-0.05,-5.08,-6107804,0.181818182,0.52866242,0.181818182,0.369426752,0.181818182,1,-0.7,Regular growth
Arch Resources Inc. Class A,ARCH,United States,Energy,Coal Mining,63.9,20.11,2.33,0.5,1.84,4,0.09,14.78,0.97,86508000,0.272727273,0.554140127,0.727272727,0.668789809,0.727272727,0.272727273,50.1,Regular growth
Antero Resources Corporation,AR,,Energy,Oil & Gas Production,5.8,0.17,10.48,2.72,0.87,4,0.67,-3.46,0.27,150692000,0.885416667,0.866242038,0.927083333,0.923566879,0.073684211,0.668539326,1.5,Outperformer
APA Corporation,APA,United States,Energy,Oil & Gas Production,11,0.25,3.25,1.36,1.2,4,2.65,0.39,2.68,111000000,0.802083333,0.777070064,0.770833333,0.796178344,0.631578947,0.95505618,5,Regular growth
Alpha Metallurgical Resources Inc.,AMR,United States,Energy,Coal Mining,79.5,23.46,4.2,1.79,1.63,4,0.01,33.35,1.01,102475000,0.636363636,0.808917197,0.909090909,0.853503185,1,0.090909091,115,Regular growth
Amplify Energy Corp.,AMPY,United States,Energy,Oil & Gas Production,1.4,-3.91,2.71,-1.88,0.93,4,0.4,-0.77,-12.68,11366000,0.145833333,0.121019108,0.6875,0.719745223,0.231578947,0.483146067,-6.7,Underperformer
Adams Resources & Energy Inc.,AE,United States,Energy,Oil Refining/Marketing,0.8,1.28,-0.69,3.13,-0.69,4,0.62,8.71,0.04,8437000,1,0.898089172,0.125,0.070063694,0.8125,0.625,0.6,Outperformer
Zevia PBC Class A,ZVIA,United States,Consumer Staples,Beverages (Production/Distribution),-0.8,-0.74,0.39,-4.29,-0.12,4,0.03,1.24,-0.41,-10764000,0.125,0.098360656,0.75,0.737704918,0.541666667,0.291666667,-1.2,Underperformer
YanGuFang International Group Co. Ltd. Ordinary Shares,YGF,China,Consumer Staples,Packaged Foods,0.2,0.23,-0.46,0.18,0.18,3,0.63,-0.65,0.32,,0.638297872,0.573770492,0.5,0.340163934,0.170212766,0.456521739,-0.1,Regular growth
Willamette Valley Vineyards Inc.,WVVI,United States,Consumer Staples,Beverages (Production/Distribution),-0.5,0.05,-3.55,-1.2,-0.57,4,0.28,3.57,-0.01,-1529382,0.333333333,0.221311475,0.166666667,0.12295082,0.791666667,0.458333333,0,Regular growth
The Alkaline Water Company Inc.,WTER,United States,Consumer Staples,Beverages (Production/Distribution),-3,-4.19,0.5,0.04,0.29,4,-1.02,-0.95,5.14,-408991,0.5,0.430327869,0.854166667,0.81147541,0.208333333,0.083333333,-2.4,Regular growth
Weis Markets Inc.,WMK,United States,Consumer Staples,Food Chains,4.7,4.37,0.15,0.27,0.15,4,0.14,14.08,0.1,-63004000,0.6,0.635245902,0.7,0.639344262,0.9,0.1,11.4,Regular growth
Weyco Group Inc.,WEYS,United States,Consumer Staples,Apparel,3.1,1.44,0.45,0.83,0.45,4,0.05,15.82,0.13,18173000,0.72,0.81147541,0.92,0.778688525,0.84,0.125,2.9,Regular growth
Westrock Coffee Company,WEST,United States,Consumer Staples,Beverages (Production/Distribution),-1.6,-2.39,-0.2,0.24,0.24,3,0.67,1.33,-0.19,-105315000,0.708333333,0.614754098,0.375,0.422131148,0.583333333,0.708333333,-2.6,Regular growth
Walgreens Boots Alliance Inc.,WBA,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores,,2.82,0.71,2.67,2.67,4,1.18,-7.7,-0.11,555000000,1,0.901639344,1,0.852459016,0.333333333,0.833333333,,Outperformer
VIZIO Holding Corp. Class A,VZIO,United States,Consumer Staples,Consumer Electronics/Appliances,0,0.11,0.99,1.01,0.99,4,0,1.42,0,12000000,0.6875,0.836065574,0.78125,0.87704918,0.5625,0.1875,0,Regular growth
Veritiv Corporation,VRTV,,Consumer Staples,Paper,23.3,11.46,1.58,2.35,2.13,4,0.08,39,0.45,119300000,0.625,0.885245902,0.875,0.909836066,1,0.142857143,53.4,Outperformer
Village Super Market Inc. Class A,VLGEA,United States,Consumer Staples,Food Chains,3.4,2.2,0.84,0.33,0.34,4,0.96,4.29,0.12,25558000,0.8,0.680327869,1,0.868852459,0.8,0.3,6,Regular growth
Vital Farms Inc.,VITL,United States,Consumer Staples,Packaged Foods,0,0.12,-0.5,0.64,-0.5,4,0.09,2.98,0.01,3420000,0.808510638,0.762295082,0.468085106,0.319672131,0.680851064,0.173913043,-0.8,Regular growth
Fresh Vine Wine Inc.,VINE,,Consumer Staples,Beverages (Production/Distribution),-1.2,-0.81,-0.08,-3.88,-1.99,4,0,0.07,-2.71,-366783,0.166666667,0.131147541,0.5,0.5,0.333333333,0.1875,-2,Underperformer
Utz Brands Inc Class A ,UTZ,United States,Consumer Staples,Packaged Foods,0,-0.01,-1.02,0.42,0.42,3,0.7,1.61,0,37896000,0.734042553,0.709016393,0.276595745,0.221311475,0.510638298,0.5,-0.6,Regular growth
Universal Electronics Inc.,UEIC,United States,Consumer Staples,Consumer Electronics/Appliances,0,1.05,-0.92,2.56,-0.86,4,0.48,3.95,0,4440000,0.8125,0.893442623,0.375,0.245901639,0.8125,0.75,1.1,Outperformer
Hostess Brands Inc. Class A,TWNK,United States,Consumer Staples,Packaged Foods,1.2,0.85,0.38,4.27,0.69,4,0.53,1.23,0.09,26454000,0.978723404,0.942622951,0.85106383,0.729508197,0.446808511,0.391304348,1,Outperformer
Tyson Foods Inc.,TSN,United States,Consumer Staples,Meat/Poultry/Fish,-1.9,5.13,-1.21,-0.22,0.07,4,0.52,4.96,-0.04,-52000000,0.2,0.319672131,0.2,0.18852459,0.75,0.75,2.1,Regular growth
Tootsie Roll Industries Inc.,TR,United States,Consumer Staples,Specialty Foods,1.1,0.93,0.17,0.07,0.12,4,0.02,3.2,0.1,-3334000,0.5,0.5,0.75,0.659836066,0.5,0.125,1.3,Regular growth
Treehouse Foods Inc.,THS,United States,Consumer Staples,Packaged Foods,-2.6,-0.86,-10.86,-3.91,-1.92,4,1.02,1.92,-0.09,37700000,0.127659574,0.12295082,0.063829787,0.06557377,0.531914894,0.695652174,-0.3,Underperformer
Molson Coors Beverage Company Class B,TAP,Canada,Consumer Staples,Beverages (Production/Distribution),-0.8,-0.19,-1.18,-1.36,-1.18,4,0.46,-5.06,-0.01,551100000,0.291666667,0.213114754,0.25,0.196721311,0.083333333,0.583333333,-0.1,Regular growth
Save Foods Inc.,SVFD,Israel,Consumer Staples,Farming/Seeds/Milling,-11.5,-11.08,0.2,-0.17,0.2,4,0,1.56,-1,-624451,0.285714286,0.327868852,0.428571429,0.672131148,0.357142857,0.107142857,-14.6,Regular growth
Constellation Brands Inc.,STZ,United States,Consumer Staples,Beverages (Production/Distribution),-0.1,3.3,0.5,48.87,0.5,4,1.2,2.71,-0.01,651600000,1,0.983606557,0.854166667,0.81147541,0.6875,0.791666667,5.2,Outperformer
Steakholder Foods Ltd. American Depositary Shares,STKH,Israel,Consumer Staples,Packaged Foods,-2.3,-2.3,-0.46,-4.32,-0.46,4,4.59,-0.01,-3.9,-4710000,0.085106383,0.090163934,0.5,0.340163934,0.276595745,0.956521739,-0.9,Underperformer
Sovos Brands Inc.,SOVO,United States,Consumer Staples,Packaged Foods,-0.5,-0.13,-27.5,-8.97,-0.82,4,0.98,2.56,-0.11,32931000,0.042553191,0.057377049,0.042553191,0.032786885,0.595744681,0.673913043,-0.1,Underperformer
Stryve Foods Inc. Class A,SNAX,United States,Consumer Staples,Packaged Foods,-16.2,-25.93,0.5,0.2,0.2,3,4,-1.75,-2.02,-1270859,0.659574468,0.586065574,0.893617021,0.81147541,0.106382979,0.913043478,-8.7,Regular growth
The Simply Good Foods Company,SMPL,United States,Consumer Staples,Packaged Foods,1.3,0.94,0.22,0.66,0.22,4,0.18,2.76,0.09,58963000,0.829787234,0.770491803,0.765957447,0.680327869,0.617021277,0.282608696,1.4,Regular growth
J.M. Smucker Company (The) New,SJM,United States,Consumer Staples,Packaged Foods,-0.9,4.25,-1.15,-0.42,-0.25,4,0.62,3.75,-0.01,67600000,0.319148936,0.270491803,0.255319149,0.213114754,0.723404255,0.434782609,2.3,Regular growth
Sprouts Farmers Market Inc.,SFM,United States,Consumer Staples,Food Chains,2.4,2.31,0.14,0.31,0.14,4,1.48,0.78,0.25,47911000,0.7,0.668032787,0.6,0.618852459,0.6,0.7,2.9,Regular growth
Seneca Foods Corp. Class B,SENEB,United States,Consumer Staples,Packaged Foods,1.2,6.71,-0.78,0.02,-0.62,4,0.95,99.87,0.06,-63011000,0.521276596,0.405737705,0.372340426,0.274590164,0.989361702,0.619565217,6.8,Regular growth
Seneca Foods Corp. Class A,SENEA,United States,Consumer Staples,Packaged Foods,1.2,6.71,-0.78,0.02,-0.62,4,0.95,99.87,0.06,-63011000,0.521276596,0.405737705,0.372340426,0.274590164,0.989361702,0.619565217,6.8,Regular growth
Splash Beverage Group Inc. (NV),SBEV,,Consumer Staples,Beverages (Production/Distribution),-0.6,-1.04,0.42,-3.72,0.35,4,-10,-0.14,-2.33,-1981674,0.208333333,0.139344262,0.791666667,0.762295082,0.291666667,0.041666667,-3,Underperformer
S&W Seed Company (NV),SANW,United States,Consumer Staples,Farming/Seeds/Milling,0.3,-0.38,1.37,0.25,0.07,4,0.8,0.2,0.21,555244,0.5,0.62295082,0.857142857,0.901639344,0.142857143,0.785714286,0,Regular growth
Boston Beer Company Inc. (The),SAM,United States,Consumer Staples,Beverages (Production/Distribution),5.4,7.38,3.65,1.14,0.7,4,0.04,25.82,0.06,117296000,0.916666667,0.844262295,0.958333333,0.93442623,0.958333333,0.333333333,24.9,Outperformer
Rocky Mountain Chocolate Factory Inc.,RMCF,United States,Consumer Staples,Specialty Foods,-0.9,-0.37,-14.17,-5.15,-1.88,4,0.16,0.72,-0.4,-1247178,0.25,0.081967213,0.25,0.049180328,0.125,0.625,-0.1,Underperformer
RiceBran Technologies,RIBT,United States,Consumer Staples,Packaged Foods,-1.4,-2.06,0.24,0.42,0.36,4,5.07,-0.73,-0.61,-1581000,0.734042553,0.709016393,0.79787234,0.700819672,0.14893617,0.97826087,-0.8,Regular growth
The Real Good Food Company Inc. Class A,RGF,United States,Consumer Staples,Packaged Foods,-1.8,-2.01,-0.08,0.06,-0.08,4,-3.29,2.83,1.36,-11073000,0.574468085,0.483606557,0.670212766,0.5,0.638297872,0.065217391,-3.7,Regular growth
Rite Aid Corporation,RAD,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores,-13.7,-8.45,-0.38,-1.49,-0.38,4,-3.35,-49.02,1.17,-485206000,0.333333333,0.196721311,0.666666667,0.352459016,0.166666667,0.166666667,-6,Underperformer
Primo Water Corporation,PRMW,Canada,Consumer Staples,Beverages (Production/Distribution),0.2,-0.23,10,-10.84,0.98,4,1.27,-0.62,0.02,98500000,0.083333333,0.049180328,1,0.983606557,0.25,0.833333333,-0.1,Underperformer
Pilgrim's Pride Corporation,PPC,United States,Consumer Staples,Meat/Poultry/Fish,3.1,1.21,22.92,7.15,-0.67,4,1.26,7.25,0.26,164548000,1,0.967213115,1,1,1,1,3.2,Outperformer
Post Holdings Inc.,POST,United States,Consumer Staples,Packaged Foods,,4.83,4.08,120.54,120.54,4,1.57,11.29,0.08,471700000,1,0.991803279,1,0.950819672,0.893617021,0.804347826,,Outperformer
Planet Green Holdings Corp.,PLAG,China,Consumer Staples,Packaged Foods,-0.4,-0.64,-0.1,-1,-0.1,4,0.15,-0.07,-0.64,-2050593,0.244680851,0.233606557,0.627659574,0.475409836,0.255319149,0.260869565,-1.3,Underperformer
PetMed Express Inc.,PETS,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores,0,0.86,-0.99,-0.38,-0.32,4,0.02,2.13,0,-1761000,0.5,0.278688525,0.333333333,0.237704918,0.833333333,0.333333333,0.4,Regular growth
PepsiCo Inc.,PEP,United States,Consumer Staples,Beverages (Production/Distribution),6.4,5.68,0.17,0.07,0.07,4,2.36,-2.15,0.52,4587000000,0.625,0.5,0.666666667,0.659836066,0.166666667,0.958333333,1.8,Regular growth
Public Service Enterprise Group Incorporated,PEG,United States,Consumer Staples,Meat/Poultry/Fish,2.1,1.51,2.6,0.46,0.13,4,,,0.08,2131000000,0.8,0.729508197,0.8,0.918032787,,,,Regular growth
Oatly Group AB American Depositary Shares,OTLY,Sweden,Consumer Staples,Packaged Foods,-0.7,-0.38,-0.69,-1.4,-0.69,4,0.86,0.01,-0.5,-49338000,0.212765957,0.204918033,0.425531915,0.295081967,0.29787234,0.543478261,-0.6,Underperformer
Natural Grocers by Vitamin Cottage Inc.,NGVC,United States,Consumer Staples,Food Chains,1,0.96,0.09,0.05,0.03,4,2.17,-0.07,0.14,14728000,0.1,0.459016393,0.5,0.573770492,0.5,0.9,0.5,Regular growth
Nocera Inc.,NCRA,Taiwan,Consumer Staples,Farming/Seeds/Milling,-0.6,-0.76,0.61,-6.68,-6.68,3,0.09,0.05,-0.78,-402196,0.071428571,0.073770492,0.714285714,0.831967213,0.071428571,0.214285714,-0.8,Underperformer
The Duckhorn Portfolio Inc.,NAPA,United States,Consumer Staples,Beverages (Production/Distribution),0.6,0.55,0.15,0.31,0.15,4,0.27,2.71,0.07,-40393000,0.75,0.668032787,0.625,0.639344262,0.6875,0.416666667,1.2,Regular growth
Emerson Radio Corporation,MSN,United States,Consumer Staples,Consumer Electronics/Appliances,-0.1,-0.14,0.65,0.27,0.11,4,0.01,1.33,-0.05,-3800000,0.625,0.635245902,0.6875,0.844262295,0.5,0.25,-0.5,Regular growth
Monster Beverage Corporation,MNST,United States,Consumer Staples,Beverages (Production/Distribution),1.1,1.24,-0.13,0.05,-0.03,4,0,3.69,0.17,294388000,0.5625,0.459016393,0.416666667,0.454918033,0.833333333,0.1875,2.4,Regular growth
McCormick & Company Incorporated,MKC,United States,Consumer Staples,Packaged Foods,2.5,2.7,-0.1,-0.05,-0.05,3,0.94,-3.89,0.15,197300000,0.446808511,0.37704918,0.627659574,0.475409836,0.021276596,0.586956522,1.1,Regular growth
The Singing Machine Company Inc.,MICS,United States,Consumer Staples,Diversified Electronic Products,-1.6,0.05,-12.79,-3.97,-0.92,4,0.41,2.06,-0.45,1348573,1,0.114754098,1,0.057377049,1,1,-0.2,Underperformer
MGP Ingredients Inc.,MGPI,United States,Consumer Staples,Beverages (Production/Distribution),4.9,3.89,0.13,0.34,0.13,4,0.4,18.8,0.15,16442000,0.791666667,0.68852459,0.583333333,0.606557377,0.916666667,0.541666667,9.1,Regular growth
MEDIFAST INC,MED,United States,Consumer Staples,Packaged Foods,12.7,11.77,-0.08,0.29,0.35,4,0.12,10.48,0.93,28252000,0.70212766,0.655737705,0.670212766,0.5,0.872340426,0.239130435,29.3,Regular growth
MedAvail Holdings Inc.,MDVL,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores,-36,-112.5,0.46,-1.58,0.46,4,0.1,14.19,-2.29,-4471000,0.166666667,0.18852459,0.833333333,0.786885246,1,0.5,-174.9,Underperformer
Mondelez International Inc. Class A,MDLZ,United States,Consumer Staples,Packaged Foods,2,2.49,-0.36,-0.07,-0.07,4,0.72,-3.72,0.1,892000000,0.425531915,0.368852459,0.542553191,0.364754098,0.042553191,0.52173913,1,Regular growth
Lifeway Foods Inc.,LWAY,United States,Consumer Staples,Packaged Foods,0.1,0.16,-0.71,1.76,0,4,0.11,1.4,0.02,5533000,0.936170213,0.87704918,0.404255319,0.286885246,0.489361702,0.217391304,-0.6,Outperformer
Lamb Weston Holdings Inc. ,LW,United States,Consumer Staples,Packaged Foods,7,3.5,4.04,1.18,-0.13,4,2.31,3.72,0.71,67300000,0.914893617,0.852459016,0.978723404,0.942622951,0.70212766,0.869565217,7.3,Outperformer
Laird Superfood Inc.,LSF,,Consumer Staples,Packaged Foods,-4.4,-3.23,-0.66,-4.23,-0.66,4,0.03,1.18,-1.79,-3469069,0.106382979,0.106557377,0.446808511,0.303278689,0.425531915,0.130434783,-3.6,Underperformer
Local Bounti Corporation,LOCL,,Consumer Staples,Farming/Seeds/Milling,-16.5,-10.84,-0.2,-2.7,-2.7,3,2.79,0.37,-0.92,-51760000,0.142857143,0.172131148,0.214285714,0.422131148,0.285714286,1,-2,Underperformer
Limoneira Co,LMNR,United States,Consumer Staples,Farming/Seeds/Milling,0,-0.41,0.83,0.8,0.8,3,0.2,0.32,0,2312000,0.642857143,0.795081967,0.785714286,0.860655738,0.214285714,0.285714286,-0.2,Regular growth
Lancaster Colony Corporation,LANC,United States,Consumer Staples,Packaged Foods,4,4.15,0.24,-0.03,0.04,4,,7.96,0.13,30416000,0.468085106,0.385245902,0.79787234,0.700819672,0.85106383,,,Regular growth
Kroger Company (The),KR,United States,Consumer Staples,Food Chains,3.1,2.83,0.41,0.22,0.41,4,1.77,-4.65,0.22,-449000000,0.5,0.606557377,0.8,0.754098361,0.1,0.8,1.3,Regular growth
Koss Corporation,KOSS,United States,Consumer Staples,Consumer Electronics/Appliances,0.8,0.34,5.54,2.99,1.83,4,0.09,2.77,0.26,-1025965,0.875,0.918032787,0.9375,0.967213115,0.625,0.5,1.1,Outperformer
Coca-Cola Company (The),KO,United States,Consumer Staples,Beverages (Production/Distribution),2.2,2.08,-0.03,0.03,-0.03,4,1.44,0.49,0.37,3914000000,0.458333333,0.418032787,0.541666667,0.516393443,0.416666667,0.875,1.4,Regular growth
Knowles Corporation,KN,United States,Consumer Staples,Consumer Electronics/Appliances,-4.7,-1.01,-3.95,5.63,-0.87,4,0.06,2.89,-0.43,-3500000,0.9375,0.959016393,0.1875,0.106557377,0.6875,0.375,-3.4,Outperformer
The Kraft Heinz Company,KHC,United States,Consumer Staples,Packaged Foods,1.9,1.01,1.33,0.78,1.33,4,0.4,0.03,0.05,765000000,0.85106383,0.778688525,0.936170213,0.893442623,0.319148936,0.326086957,1.4,Outperformer
Keurig Dr Pepper Inc.,KDP,United States,Consumer Staples,Beverages (Production/Distribution),1,1.15,-0.33,0.11,0.06,4,0.57,-3.87,0.06,458000000,0.666666667,0.528688525,0.333333333,0.381147541,0.125,0.666666667,0.6,Regular growth
Kellogg Company,K,United States,Consumer Staples,Packaged Foods,2.8,3.58,-0.36,0.04,0.19,4,1.79,-3.65,0.22,589000000,0.553191489,0.430327869,0.542553191,0.364754098,0.063829787,0.847826087,0.7,Regular growth
JX Luxventure Limited,JXJT,China,Consumer Staples,Apparel,-43.7,-48.97,0.47,-17.29,-2.94,4,,1.27,-5.96,,0.04,0.032786885,0.96,0.795081967,0.08,,,Underperformer
Coffee Holding Co. Inc.,JVA,United States,Consumer Staples,Packaged Foods,-0.7,-0.15,-4,4,4,3,0.52,2.34,-0.15,-547583,0.957446809,0.93442623,0.106382979,0.098360656,0.574468085,0.369565217,-1.2,Outperformer
J & J Snack Foods Corp.,JJSF,United States,Consumer Staples,Specialty Foods,,2.11,-0.15,0.94,0.94,4,0.13,13.2,0.09,38070000,0.875,0.819672131,0.375,0.442622951,0.875,0.5,,Outperformer
John B. Sanfilippo & Son Inc.,JBSS,United States,Consumer Staples,Specialty Foods,5.4,5.3,0.01,0.05,0.03,4,0.07,14.04,0.22,47120000,0.375,0.459016393,0.5,0.540983607,1,0.375,9.9,Regular growth
Ingredion Incorporated,INGR,United States,Consumer Staples,Packaged Foods,7.3,4.74,3.24,0.81,-0.16,4,0.69,20.83,0.15,289000000,0.893617021,0.803278689,0.957446809,0.926229508,0.914893617,0.47826087,14.6,Outperformer
Ingles Markets Incorporated Class A,IMKTA,United States,Consumer Staples,Food Chains,11.1,12.73,-0.23,0.11,0.13,4,0.38,32.75,0.14,52939451,0.4,0.528688525,0.1,0.401639344,1,0.2,24.3,Regular growth
The Hershey Company,HSY,United States,Consumer Staples,Specialty Foods,8,7.06,0.12,0.13,0.12,4,1.24,1.15,0.5,297638000,0.625,0.549180328,0.625,0.598360656,0.25,0.875,3.7,Regular growth
Hormel Foods Corporation,HRL,United States,Consumer Staples,Meat/Poultry/Fish,,1.71,0.1,0.05,0.05,4,0.43,1.8,0.1,217410000,0.4,0.459016393,0.6,0.586065574,0.25,0.5,,Regular growth
Hain Celestial Group Inc. (The),HAIN,United States,Consumer Staples,Packaged Foods,-1.3,0.1,-2.57,-0.16,0.09,4,0.93,2.86,-0.11,7124000,0.372340426,0.340163934,0.170212766,0.139344262,0.659574468,0.565217391,-0.5,Regular growth
Greenwave Technology Solutions Inc.,GWAV,United States,Consumer Staples,Packaged Foods,-9.7,-11.03,-27.97,-8.79,0.58,4,-121.56,-1.09,-2.28,-4655248,0.063829787,0.06557377,0.021276596,0.024590164,0.127659574,0.02173913,-1.4,Underperformer
Grocery Outlet Holding Corp.,GO,United States,Consumer Staples,Food Chains,0.7,0.79,0.03,1.43,0.03,4,1.14,1.32,0.06,66654000,1,0.868852459,0.4,0.553278689,0.7,0.5,1,Outperformer
Genasys Inc.,GNSS,United States,Consumer Staples,Consumer Electronics/Appliances,-0.4,-0.02,-23,-11.97,-11.97,3,0.13,0.4,-0.32,-5428000,0.0625,0.040983607,0.0625,0.040983607,0.375,0.5625,0,Underperformer
General Mills Inc.,GIS,United States,Consumer Staples,Food Chains,4.3,4.17,-0.02,0.07,0.06,4,1.17,-2.6,0.24,236400000,0.2,0.5,0.3,0.528688525,0.2,0.6,2.9,Regular growth
Freshpet Inc.,FRPT,United States,Consumer Staples,Packaged Foods,-1.3,-0.69,-0.87,-3.16,-1,4,0.45,7.85,-0.06,-19936000,0.14893617,0.147540984,0.319148936,0.254098361,0.829787234,0.347826087,-1,Underperformer
Whole Earth Brands Inc. Class A,FREE,United States,Consumer Staples,Specialty Foods,-1.4,-0.2,-1049.74,-525.37,-525.37,3,1.83,5.17,-0.21,4291000,0.125,0.008196721,0.125,0.008196721,0.625,1,0,Underperformer
